Bdist3	braDis3	Brachypodium distachyon Bd21 (JGI v3.0)	eukaryota	Streptophyta
Mtrun4	medTru4	Medicago truncatula (Mt4.0v1)	eukaryota	Streptophyta
Graim2	gosRai2	Gossypium raimondii (Cotton v2)	eukaryota	Streptophyta
Ptric3	popTri3	Populus trichocarpa (JGI v3.0)	eukaryota	Streptophyta
Sbico3	sorBic3	Sorghum bicolor (Version 3.1)	eukaryota	Streptophyta
Oarie1	oviAri3	Ovis aries (sheep) (Feb 2010)	eukaryota	Mammalia
Zmays6	zeaMay6	Zea mays B73 (Version AGPv3)	eukaryota	Streptophyta
Gmax2	glyMax2	Glycine max (soybean) (Wm82.a2)	eukaryota	Streptophyta
Rnorv6	rn6	Rattus norvegicus (Rat Jul. 2014 RGSC 6.0/rn6)	eukaryota	Mammalia
Vpaco2	vicPac2	Vicugna pacos (Alpaca Mar. 2013 Vicugna_pacos-2.0.1/vicPac2)	eukaryota	Mammalia
Osati7	orySat7	Oryza sativa Japonica Group (Japanese rice IRGSP-1.0)	eukaryota	Streptophyta
danRer10	danRer10	Danio rerio (Zebrafish Sep. 2014 GRCz10/danRer10)	eukaryota	Vertebrata
proCap1	proCap1	Procavia capensis (Rock hyrax Jul. 2008 Broad/proCap1)	eukaryota	Mammalia
pteVam1	pteVam1	Pteropus vampyrus (Megabat Jul. 2008 Broad/pteVam1)	eukaryota	Mammalia
manEsc6	manEsc6	Manihot esculenta (Cassava v6)	eukaryota	Spermatophyta
Halo_xana_SH_6	haloXana1	Halopiger xanaduensis SH-6	archaea	Euryarchaeota	Halobacteria
Halo_wals_C23	haloWals_C23	Haloquadratum walsbyi C23	archaea	Euryarchaeota	Halobacteria
Halo_wals_DSM_16790_HBSQ001	haloWals1	Haloquadratum walsbyi DSM 16790 HBSQ001	archaea	Euryarchaeota	Halobacteria
Halo_tiam_SARL4B	haloTiam_SARL4B	Halorhabdus tiamatea SARL4B	archaea	Euryarchaeota	Halobacteria
Halo_utah_DSM_12940	haloUtah1	Halorhabdus utahensis DSM 12940	archaea	Euryarchaeota	Halobacteria
Halo_lacu_ATCC_49239	haloLacu1	Halorubrum lacusprofundi ATCC 49239	archaea	Euryarchaeota	Halobacteria
Halo_lars_XH_48	haloLars_XH_48	Halostagnicola larsenii XH-48	archaea	Euryarchaeota	Halobacteria
Halo_turk_DSM_5511	haloTurk1	Haloterrigena turkmenica DSM 5511	archaea	Euryarchaeota	Halobacteria
Halo_rube_XH_70	haloRube_XH_70	Halovivax ruber XH-70	archaea	Euryarchaeota	Halobacteria
Natr_maga_ATCC_43099	natrMaga1	Natrialba magadii ATCC 43099	archaea	Euryarchaeota	Halobacteria
Natr_pell_DSM_15624	natrPell_DSM15624	Natrinema pellirubrum DSM 15624	archaea	Euryarchaeota	Halobacteria
Natr_J7_2	natrSp_J7_2	Natrinema sp. J7-2	archaea	Euryarchaeota	Halobacteria
Natr_greg_SP2	natrGreg_SP2	Natronobacterium gregoryi SP2	archaea	Euryarchaeota	Halobacteria
Natr_occu_SP4	natrOccu_SP4	Natronococcus occultus SP4	archaea	Euryarchaeota	Halobacteria
Natr_mool_8_8_11	natrMool_8_8_11	Natronomonas moolapensis 8.8.11	archaea	Euryarchaeota	Halobacteria
Natr_phar_DSM_2160_Gabara	natrPhar1	Natronomonas pharaonis DSM 2160 Gabara	archaea	Euryarchaeota	Halobacteria
Sali_Harcht_Bsk1	saliSp_HARCHT_BSK1	Salinarchaeum sp. Harcht-Bsk1	archaea	Euryarchaeota	Halobacteria
Meth_form	methForm	Methanobacterium formicicum	archaea	Euryarchaeota	Methanobacteria
Meth_form_BRM9	methForm_BRM9	Methanobacterium formicicum BRM9	archaea	Euryarchaeota	Methanobacteria
Meth_lacu_AL_21	methLacu_AL_21	Methanobacterium lacus AL-21	archaea	Euryarchaeota	Methanobacteria
Meth_palu_SWAN1	methPalu_SWAN1	Methanobacterium paludis SWAN1	archaea	Euryarchaeota	Methanobacteria
Meth_MB1	methSp_MB1	Methanobacterium sp. MB1	archaea	Euryarchaeota	Methanobacteria
Meth_rumi_M1	methRumi1	Methanobrevibacter ruminantium M1	archaea	Euryarchaeota	Methanobacteria
Meth_smit_ATCC_35061_PS_DSMZ_861	methSmit1	Methanobrevibacter smithii ATCC 35061 PS DSMZ 861	archaea	Euryarchaeota	Methanobacteria
Meth_AbM4	methSp_ABM4	Methanobrevibacter sp. AbM4	archaea	Euryarchaeota	Methanobacteria
Meth_stad_DSM_3091	methStad1	Methanosphaera stadtmanae DSM 3091	archaea	Euryarchaeota	Methanobacteria
Meth_marb_Marburg	methMarb1	Methanothermobacter marburgensis str. Marburg	archaea	Euryarchaeota	Methanobacteria
Meth_CaT2	methSp_CAT2	Methanothermobacter sp. CaT2	archaea	Euryarchaeota	Methanobacteria
Meth_ther_Delta_H	methTher1	Methanothermobacter thermautotrophicus str. Delta H	archaea	Euryarchaeota	Methanobacteria
Meth_ferv_DSM_2088	methFerv_DSM2088	Methanothermus fervidus DSM 2088	archaea	Euryarchaeota	Methanobacteria
Meth_ferv_AG86	methFerv1	Methanocaldococcus fervens AG86	archaea	Euryarchaeota	Methanococci
Meth_infe_ME	methInfe1	Methanocaldococcus infernus ME	archaea	Euryarchaeota	Methanococci
Meth_jann_DSM_2661	methJann1	Methanocaldococcus jannaschii DSM 2661	archaea	Euryarchaeota	Methanococci
Meth_FS406_22	methSp_FS406_22	Methanocaldococcus sp. FS406-22	archaea	Euryarchaeota	Methanococci
Meth_JH146	methSp_JH146	Methanocaldococcus sp. JH146	archaea	Euryarchaeota	Methanococci
Meth_vulc_M7	methVulc1	Methanocaldococcus vulcanius M7	archaea	Euryarchaeota	Methanococci
Meth_aeol_Nankai_3	methAeol1	Methanococcus aeolicus Nankai-3	archaea	Euryarchaeota	Methanococci
Meth_mari_C5	methMari_C5_1	Methanococcus maripaludis C5	archaea	Euryarchaeota	Methanococci
Meth_mari_C6	methMari_C6	Methanococcus maripaludis C6	archaea	Euryarchaeota	Methanococci
Meth_mari_C7	methMari_C7	Methanococcus maripaludis C7	archaea	Euryarchaeota	Methanococci
Meth_mari_S2	metMar1	Methanococcus maripaludis S2	archaea	Euryarchaeota	Methanococci
Meth_mari_X1	methMari_X1	Methanococcus maripaludis X1	archaea	Euryarchaeota	Methanococci
Meth_vann_SB	methVann1	Methanococcus vannielii SB	archaea	Euryarchaeota	Methanococci
Meth_volt_A3	methVolt1	Methanococcus voltae A3	archaea	Euryarchaeota	Methanococci
Meth_okin_IH1	methOkin1	Methanothermococcus okinawensis IH1	archaea	Euryarchaeota	Methanococci
Meth_igne_Kol_5	methIgne1	Methanotorris igneus Kol 5	archaea	Euryarchaeota	Methanococci
Meth_arvo_MRE50	methArvo_MRE50	Methanocella arvoryzae MRE50	archaea	Euryarchaeota	Methanomicrobia
Meth_conr_HZ254	methConr_HZ254	Methanocella conradii HZ254	archaea	Euryarchaeota	Methanomicrobia
Meth_palu_SANAE	methPalud1	Methanocella paludicola SANAE	archaea	Euryarchaeota	Methanomicrobia
Meth_burt_DSM_6242	methBurt2	Methanococcoides burtonii DSM 6242	archaea	Euryarchaeota	Methanomicrobia
Meth_meth_MM1	methMeth_MM1	Methanococcoides methylutens MM1	archaea	Euryarchaeota	Methanomicrobia
Meth_labr_Z	methLabrZ_1	Methanocorpusculum labreanum Z	archaea	Euryarchaeota	Methanomicrobia
Meth_bour_MS2_MS2T	methBour_MS2_MS2T	Methanoculleus bourgensis MS2 MS2T	archaea	Euryarchaeota	Methanomicrobia
Meth_mari_JR1	mculMari1	Methanoculleus marisnigri JR1	archaea	Euryarchaeota	Methanomicrobia
Meth_eves_Z_7303	methEves1	Methanohalobium evestigatum Z-7303	archaea	Euryarchaeota	Methanomicrobia
Meth_mahi_DSM_5219	methMahi1	Methanohalophilus mahii DSM 5219	archaea	Euryarchaeota	Methanomicrobia
Meth_petr_DSM_11571	methPetr1	Methanolacinia petrolearia DSM 11571	archaea	Euryarchaeota	Methanomicrobia
Meth_tard_NOBI_1	methTard_NOBI_1	Methanolinea tarda NOBI-1	archaea	Euryarchaeota	Methanomicrobia
Meth_psyc_R15	methPsyc_R15	Methanolobus psychrophilus R15	archaea	Euryarchaeota	Methanomicrobia
Meth_holl_DSM_15978	methHoll_DSM15978	Methanomethylovorans hollandica DSM 15978	archaea	Euryarchaeota	Methanomicrobia
Meth_boon_6A8	methBoon1	Methanoregula boonei 6A8	archaea	Euryarchaeota	Methanomicrobia
Meth_form_SMSP	methForm_SMSP	Methanoregula formicica SMSP	archaea	Euryarchaeota	Methanomicrobia
Meth_conc_GP6	methConc_GP6	Methanosaeta concilii GP6	archaea	Euryarchaeota	Methanomicrobia
Meth_haru_6Ac	methHaru_6AC	Methanosaeta harundinacea 6Ac	archaea	Euryarchaeota	Methanomicrobia
Meth_ther_PT	methTherPT1	Methanosaeta thermophila PT	archaea	Euryarchaeota	Methanomicrobia
Meth_zhil_DSM_4017	methZhil1	Methanosalsum zhilinae DSM 4017	archaea	Euryarchaeota	Methanomicrobia
Meth_acet_C2A	metAce1	Methanosarcina acetivorans C2A	archaea	Euryarchaeota	Methanomicrobia
Meth_bark_227	methBark_227	Methanosarcina barkeri 227	archaea	Euryarchaeota	Methanomicrobia
Meth_bark_3	methBark_3	Methanosarcina barkeri 3	archaea	Euryarchaeota	Methanomicrobia
Meth_bark_MS	methBark_MS	Methanosarcina barkeri MS	archaea	Euryarchaeota	Methanomicrobia
Meth_bark_Fusaro	methBark1	Methanosarcina barkeri str. Fusaro	archaea	Euryarchaeota	Methanomicrobia
Meth_bark_Wiesmoor	methBark_STR_WIESMOOR	Methanosarcina barkeri str. Wiesmoor	archaea	Euryarchaeota	Methanomicrobia
Meth_horo_HB_1_JCM_15518	methHoro_HB_1_JCM_15518	Methanosarcina horonobensis HB-1 JCM 15518	archaea	Euryarchaeota	Methanomicrobia
Meth_lacu_Z_7289	methLacu_Z_7289	Methanosarcina lacustris Z-7289	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_C16	methMaze_C16	Methanosarcina mazei C16	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_Go1	methMaze1	Methanosarcina mazei Go1	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_LYC	methMaze_LYC	Methanosarcina mazei LYC	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_S_6	methMaze_S_6	Methanosarcina mazei S-6	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_SarPi	methMaze_SARPI	Methanosarcina mazei SarPi	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_Tuc01	methMaze_TUC01	Methanosarcina mazei Tuc01	archaea	Euryarchaeota	Methanomicrobia
Meth_maze_WWM610	methMaze_WWM610	Methanosarcina mazei WWM610	archaea	Euryarchaeota	Methanomicrobia
Meth_sici_C2J	methSici_C2J	Methanosarcina siciliae C2J	archaea	Euryarchaeota	Methanomicrobia
Meth_sici_HI350	methSici_HI350	Methanosarcina siciliae HI350	archaea	Euryarchaeota	Methanomicrobia
Meth_sici_T4_M	methSici_T4_M	Methanosarcina siciliae T4/M	archaea	Euryarchaeota	Methanomicrobia
Meth_Kolksee	methSp_KOLKSEE	Methanosarcina sp. Kolksee	archaea	Euryarchaeota	Methanomicrobia
Meth_MTP4	methSp_MTP4	Methanosarcina sp. MTP4	archaea	Euryarchaeota	Methanomicrobia
Meth_WH1	methSp_WH1	Methanosarcina sp. WH1	archaea	Euryarchaeota	Methanomicrobia
Meth_WWM596	methSp_WWM596	Methanosarcina sp. WWM596	archaea	Euryarchaeota	Methanomicrobia
Meth_ther_CHTI_55	methTher_CHTI_55	Methanosarcina thermophila CHTI-55	archaea	Euryarchaeota	Methanomicrobia
Meth_ther_TM_1	methTher_TM_1	Methanosarcina thermophila TM-1	archaea	Euryarchaeota	Methanomicrobia
Meth_vacu_Z_761	methVacu_Z_761	Methanosarcina vacuolata Z-761	archaea	Euryarchaeota	Methanomicrobia
Meth_palu_E1_9c	methPalus1	Methanosphaerula palustris E1-9c	archaea	Euryarchaeota	Methanomicrobia
Meth_hung_JF_1	methHung1	Methanospirillum hungatei JF-1	archaea	Euryarchaeota	Methanomicrobia
Meth_kand_AV19	methKand1	Methanopyrus kandleri AV19	archaea	Euryarchaeota	Methanopyri
Pala_paci_DY20341	palaPaci_DY20341	Palaeococcus pacificus DY20341	archaea	Euryarchaeota	Thermococci
Pyro_furi_COM1	pyroFuri_COM1	Pyrococcus furiosus COM1	archaea	Euryarchaeota	Thermococci
Pyro_furi_DSM_3638	pyrFur2	Pyrococcus furiosus DSM 3638	archaea	Euryarchaeota	Thermococci
Pyro_hori_OT3	pyrHor1	Pyrococcus horikoshii OT3	archaea	Euryarchaeota	Thermococci
Pyro_NA2	pyroNA2	Pyrococcus sp. NA2	archaea	Euryarchaeota	Thermococci
Pyro_ST04	pyroSp_ST04	Pyrococcus sp. ST04	archaea	Euryarchaeota	Thermococci
Pyro_yaya_CH1	pyroYaya1	Pyrococcus yayanosii CH1	archaea	Euryarchaeota	Thermococci
Ther_baro_MP	therBaro1	Thermococcus barophilus MP	archaea	Euryarchaeota	Thermococci
Ther_eury_A501	therEury_A501	Thermococcus eurythermalis A501	archaea	Euryarchaeota	Thermococci
Ther_gamm_EJ3_DSM_15229	therGamm1	Thermococcus gammatolerans EJ3 DSM 15229	archaea	Euryarchaeota	Thermococci
Ther_koda_KOD1	therKoda1	Thermococcus kodakarensis KOD1	archaea	Euryarchaeota	Thermococci
Ther_lito_DSM_5473	therLito_DSM5473	Thermococcus litoralis DSM 5473	archaea	Euryarchaeota	Thermococci
Ther_naut_30_1	therNaut_30_1	Thermococcus nautili 30-1	archaea	Euryarchaeota	Thermococci
Ther_onnu_NA1	therOnnu1	Thermococcus onnurineus NA1	archaea	Euryarchaeota	Thermococci
Ther_sibi_MM_739	therSibi1	Thermococcus sibiricus MM 739	archaea	Euryarchaeota	Thermococci
Ther_4557	therSp_4557	Thermococcus sp. 4557	archaea	Euryarchaeota	Thermococci
Ther_AM4	therSp_AM4	Thermococcus sp. AM4	archaea	Euryarchaeota	Thermococci
Ther_CL1	therSp_CL1	Thermococcus sp. CL1	archaea	Euryarchaeota	Thermococci
Ther_ES1	therSp_ES1	Thermococcus sp. ES1	archaea	Euryarchaeota	Thermococci
Cand_Meth_intestinalis_Issoire_Mx1	candMeth_INTESTINALIS_ISSOIRE_M	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	archaea	Euryarchaeota	Thermoplasmata
Cand_Meth_termitum_MpT1	candMeth_TERMITUM_MPT1	Candidatus Methanoplasma termitum MpT1	archaea	Euryarchaeota	Thermoplasmata
Ferr_acid_fer1	ferrAcid3	Ferroplasma acidarmanus fer1	archaea	Euryarchaeota	Thermoplasmata
Picr_torr_DSM_9790	picrTorr1	Picrophilus torridus DSM 9790	archaea	Euryarchaeota	Thermoplasmata
Ther_acid_DSM_1728	therAcid1	Thermoplasma acidophilum DSM 1728	archaea	Euryarchaeota	Thermoplasmata
Ther_volc_GSS1	therVolc1	Thermoplasma volcanium GSS1	archaea	Euryarchaeota	Thermoplasmata
Ther_arch_BRNA1	therArch_BRNA1	Thermoplasmatales archaeon BRNA1	archaea	Euryarchaeota	Thermoplasmata
Nano_equi_Kin4_M	nanEqu1	Nanoarchaeum equitans Kin4-M	archaea	Nanoarchaeota	Nanoarchaeum
Nitr_mari_SCM1	nitrMari1	Nitrosopumilus maritimus SCM1	archaea	Thaumarchaeota	Nitrosopumilales
Acid_caps_ATCC_51196	acidCaps_ATCC51196	Acidobacterium capsulatum ATCC 51196	bacteria	Acidobacteria	Acidobacteriales
Cand_Kori_versatilis_Ellin345	candKori_VERSATILIS_ELLIN345	Candidatus Koribacter versatilis Ellin345	bacteria	Acidobacteria	Acidobacteriales
Gran_mall_MP5ACTX8	granMall_MP5ACTX8	Granulicella mallensis MP5ACTX8	bacteria	Acidobacteria	Acidobacteriales
Gran_tund_MP5ACTX9	granTund_MP5ACTX9	Granulicella tundricola MP5ACTX9	bacteria	Acidobacteria	Acidobacteriales
Terr_rose_DSM_18391	terrRose_DSM18391	Terriglobus roseus DSM 18391	bacteria	Acidobacteria	Acidobacteriales
Terr_saan_SP1PR4	terrSaan_SP1PR4	Terriglobus saanensis SP1PR4	bacteria	Acidobacteria	Acidobacteriales
Cand_Soli_usitatus_Ellin6076	soliUsit_ELLIN6076	Candidatus Solibacter usitatus Ellin6076	bacteria	Acidobacteria	Solibacteres
Acid_ferr_DSM_10331	acidFerr1	Acidimicrobium ferrooxidans DSM 10331	bacteria	Actinobacteria	Acidimicrobidae
Ilum_cocc_YM16_304	ilumCocc_YM16_304	Ilumatobacter coccineus YM16-304	bacteria	Actinobacteria	Acidimicrobidae
Acid_cell_11B_ATCC_43068	acidCell_11B_ATCC43068	Acidothermus cellulolyticus 11B ATCC 43068	bacteria	Actinobacteria	Actinobacteridae
Acti_scha_CCUG_27420	actiScha_CCUG_27420	Actinobaculum schaalii CCUG 27420	bacteria	Actinobacteria	Actinobacteridae
Acti_friu_DSM_7358	actiFriu_DSM7358	Actinoplanes friuliensis DSM 7358	bacteria	Actinobacteria	Actinobacteridae
Acti_miss_431	actiMiss_431	Actinoplanes missouriensis 431	bacteria	Actinobacteria	Actinobacteridae
Acti_N902_109	actiSp_N902_109	Actinoplanes sp. N902-109	bacteria	Actinobacteria	Actinobacteridae
Acti_SE50_110	actiSp_SE50_110	Actinoplanes sp. SE50/110	bacteria	Actinobacteria	Actinobacteridae
Acti_miru_DSM_43827	actiMiru_DSM43827	Actinosynnema mirum DSM 43827	bacteria	Actinobacteria	Actinobacteridae
Amyc_japo_MG417_CF17	amycJapo_MG417_CF17	Amycolatopsis japonica MG417-CF17	bacteria	Actinobacteria	Actinobacteridae
Amyc_luri_NRRL_2430	amycLuri_NRRL_2430	Amycolatopsis lurida NRRL 2430	bacteria	Actinobacteria	Actinobacteridae
Amyc_medi_RB	amycMedi_RB	Amycolatopsis mediterranei RB	bacteria	Actinobacteria	Actinobacteridae
Amyc_medi_S699_1	amycMedi_S699_1	Amycolatopsis mediterranei S699	bacteria	Actinobacteria	Actinobacteridae
Amyc_medi_S699	amycMedi_S699	Amycolatopsis mediterranei S699	bacteria	Actinobacteria	Actinobacteridae
Amyc_medi_U32	amycMedi_U32	Amycolatopsis mediterranei U32	bacteria	Actinobacteria	Actinobacteridae
Amyc_meth_239	amycMeth_239	Amycolatopsis methanolica 239	bacteria	Actinobacteria	Actinobacteridae
Amyc_orie_HCCB10007	amycOrie_HCCB10007	Amycolatopsis orientalis HCCB10007	bacteria	Actinobacteria	Actinobacteridae
Amyc_subf_DQS3_9A1	amycSubf_DQS3_9A1	Amycolicicoccus subflavus DQS3-9A1	bacteria	Actinobacteria	Actinobacteridae
Arca_haem_DSM_20595	arcaHaem_DSM20595	Arcanobacterium haemolyticum DSM 20595	bacteria	Actinobacteria	Actinobacteridae
Arth_aril_Re117	arthAril_RE117	Arthrobacter arilaitensis Re117	bacteria	Actinobacteria	Actinobacteridae
Arth_aure_TC1_ATCC_BAA_1386	arthAure_TC1_ATCCBAA_1386	Arthrobacter aurescens TC1 ATCC BAA-1386	bacteria	Actinobacteria	Actinobacteridae
Arth_chlo_A6	arthChlo_A6	Arthrobacter chlorophenolicus A6	bacteria	Actinobacteria	Actinobacteridae
Arth_phen_Sphe3	arthPhen_SPHE3	Arthrobacter phenanthrenivorans Sphe3	bacteria	Actinobacteria	Actinobacteridae
Arth_FB24	arthSp_FB24	Arthrobacter sp. FB24	bacteria	Actinobacteria	Actinobacteridae
Arth_IHBB_11108	arthSp_IHBB_11108	Arthrobacter sp. IHBB 11108	bacteria	Actinobacteria	Actinobacteridae
Arth_PAMC25486	arthSp_PAMC25486	Arthrobacter sp. PAMC25486	bacteria	Actinobacteria	Actinobacteridae
Arth_Rue61a	arthSp_RUE61A	Arthrobacter sp. Rue61a	bacteria	Actinobacteria	Actinobacteridae
Beut_cave_DSM_12333	beutCave_DSM12333	Beutenbergia cavernae DSM 12333	bacteria	Actinobacteria	Actinobacteridae
Bifi_adol_22L	bifiAdol_22L	Bifidobacterium adolescentis 22L	bacteria	Actinobacteria	Actinobacteridae
Bifi_adol_ATCC_15703	bifiAdol_ATCC15703	Bifidobacterium adolescentis ATCC 15703	bacteria	Actinobacteria	Actinobacteridae
Bifi_adol_BBMN23	bifiAdol_BBMN23	Bifidobacterium adolescentis BBMN23	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_A6	bifiAnim_A6	Bifidobacterium animalis A6	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_RH	bifiAnim_RH	Bifidobacterium animalis RH	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_animalis_ATCC_25527	bifiAnim_ANIMALIS_ATCC25	Bifidobacterium animalis subsp. animalis ATCC 25527	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_AD011	bifiAnim_LACTIS_AD011	Bifidobacterium animalis subsp. lactis AD011	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_ATCC_27673	bifiAnim_LACTIS_ATCC2767	Bifidobacterium animalis subsp. lactis ATCC 27673	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_B420	bifiAnim_LACTIS_B420	Bifidobacterium animalis subsp. lactis B420	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_BB_12	bifiAnim_LACTIS_BB_12	Bifidobacterium animalis subsp. lactis BB-12	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_BF052	bifiAnim_LACTIS_BF052	Bifidobacterium animalis subsp. lactis BF052	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_BLC1	bifiAnim_LACTIS_BLC1	Bifidobacterium animalis subsp. lactis BLC1	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_Bi_07	bifiAnim_LACTIS_BI_07	Bifidobacterium animalis subsp. lactis Bi-07	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_Bl_04_ATCC_SD5219	bifiAnim_LACTIS_BL_04_AT	Bifidobacterium animalis subsp. lactis Bl-04 ATCC SD5219	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_Bl12	bifiAnim_LACTIS_BL12	Bifidobacterium animalis subsp. lactis Bl12	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_CNCM_I_2494	bifiAnim_LACTIS_CNCM_I_2	Bifidobacterium animalis subsp. lactis CNCM I-2494	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_DSM_10140	bifiAnim_LACTIS_DSM10140	Bifidobacterium animalis subsp. lactis DSM 10140	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_KLDS2_0603	bifiAnim_LACTIS_KLDS2_06	Bifidobacterium animalis subsp. lactis KLDS2.0603	bacteria	Actinobacteria	Actinobacteridae
Bifi_anim_lactis_V9	bifiAnim_LACTIS_V9	Bifidobacterium animalis subsp. lactis V9	bacteria	Actinobacteria	Actinobacteridae
Bifi_aste_PRL2011	bifiAste_PRL2011	Bifidobacterium asteroides PRL2011	bacteria	Actinobacteria	Actinobacteridae
Bifi_bifi_BGN4	bifiBifi_BGN4	Bifidobacterium bifidum BGN4	bacteria	Actinobacteria	Actinobacteridae
Bifi_bifi_PRL2010	bifiBifi_PRL2010	Bifidobacterium bifidum PRL2010	bacteria	Actinobacteria	Actinobacteridae
Bifi_bifi_S17	bifiBifi_S17	Bifidobacterium bifidum S17	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_12L	bifiBrev_12L	Bifidobacterium breve 12L	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_689b	bifiBrev_689B	Bifidobacterium breve 689b	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_ACS_071_V_Sch8b	bifiBrev_ACS_071_V_SCH8B	Bifidobacterium breve ACS-071-V-Sch8b	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_JCM_7017	bifiBrev_JCM_7017	Bifidobacterium breve JCM 7017	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_JCM_7019	bifiBrev_JCM_7019	Bifidobacterium breve JCM 7019	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_NCFB_2258	bifiBrev_NCFB_2258	Bifidobacterium breve NCFB 2258	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_S27	bifiBrev_S27	Bifidobacterium breve S27	bacteria	Actinobacteria	Actinobacteridae
Bifi_brev_UCC2003	bifiBrev_UCC2003	Bifidobacterium breve UCC2003	bacteria	Actinobacteria	Actinobacteridae
Bifi_cory_LMG18911	bifiCory_LMG18911	Bifidobacterium coryneforme LMG18911	bacteria	Actinobacteria	Actinobacteridae
Bifi_dent_Bd1	bifiDent_BD1	Bifidobacterium dentium Bd1	bacteria	Actinobacteria	Actinobacteridae
Bifi_indi_LMG_11587_DSM_20214	bifiIndi_LMG_11587_DSM20214	Bifidobacterium indicum LMG 11587 DSM 20214	bacteria	Actinobacteria	Actinobacteridae
Bifi_kash_PV20_2	bifiKash_PV20_2	Bifidobacterium kashiwanohense PV20-2	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_105_A	bifiLong_105_A	Bifidobacterium longum 105-A	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_BXY01	bifiLong_BXY01	Bifidobacterium longum BXY01	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_DJO10A	bifiLong_DJO10A	Bifidobacterium longum DJO10A	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_NCC2705	bifiLong	Bifidobacterium longum NCC2705	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_infantis_157F	bifiLong_INFANTIS_157F	Bifidobacterium longum subsp. infantis 157F	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_infantis_ATCC_15697_JCM_1222_DSM_20088	bifiLong_INFANTIS_ATCC15	Bifidobacterium longum subsp. infantis ATCC 15697 JCM 1222 DSM 20088	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_infantis_ATCC_15697_JCM_1222_DSM_20088_1	bifiLong_INFANTIS_ATCC15_1	Bifidobacterium longum subsp. infantis ATCC 15697 JCM 1222 DSM 20088	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_longum_BBMN68	bifiLong_LONGUM_BBMN68	Bifidobacterium longum subsp. longum BBMN68	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_longum_GT15	bifiLong_LONGUM_GT15	Bifidobacterium longum subsp. longum GT15	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_longum_JCM_1217	bifiLong_LONGUM_JCM_1217	Bifidobacterium longum subsp. longum JCM 1217	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_longum_JDM301	bifiLong_LONGUM_JDM301	Bifidobacterium longum subsp. longum JDM301	bacteria	Actinobacteria	Actinobacteridae
Bifi_long_longum_KACC_91563	bifiLong_LONGUM_KACC_915	Bifidobacterium longum subsp. longum KACC 91563	bacteria	Actinobacteria	Actinobacteridae
Bifi_pseu_PV8_2	bifiPseu_PV8_2	Bifidobacterium pseudolongum PV8-2	bacteria	Actinobacteria	Actinobacteridae
Bifi_ther_RBL67	bifiTher_RBL67	Bifidobacterium thermophilum RBL67	bacteria	Actinobacteria	Actinobacteridae
Blas_saxo_DD2	blasSaxo_DD2	Blastococcus saxobsidens DD2	bacteria	Actinobacteria	Actinobacteridae
Brac_faec_DSM_4810	bracFaec_DSM4810	Brachybacterium faecium DSM 4810	bacteria	Actinobacteria	Actinobacteridae
Cate_acid_DSM_44928	cateAcid_DSM44928	Catenulispora acidiphila DSM 44928	bacteria	Actinobacteria	Actinobacteridae
Cell_fimi_ATCC_484	cellFimi_ATCC484	Cellulomonas fimi ATCC 484	bacteria	Actinobacteria	Actinobacteridae
